t,lat,lon,alt,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
10.0,35.725480798822076,51.275918471876494,1372.0007707579061,6.915489123571107e-05,-2.28338043939399e-05,0.0,1.705322352513864e-12,1.1368618720031092e-12,0.0,345.0,70.0,0.0,255.0,0.0
10.05,35.725484253628,51.275917336425096,1372.0007707327604,6.915489132097719e-05,-2.2833804337096808e-05,0.0,2.842269605438097e-13,5.684309360015627e-13,0.0,344.99119565217393,70.0,0.0,255.0,0.0
10.100000000000001,35.7254877084347,51.27591620097425,1372.000770705752,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,-1.1368683772161603e-12,0.0,344.9823913043478,70.0,0.0,255.0,0.0
10.150000000000002,35.725491163242175,51.27591506552395,1372.0007706787437,6.915489132097719e-05,-2.2833804450783646e-05,0.0,5.684341886080801e-13,0.0,0.0,344.97358695652173,70.0,0.0,255.0,0.0
10.200000000000003,35.72549461805043,51.2759139300742,1372.0007706517354,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,2.2737367544323206e-12,0.0,344.96478260869566,70.0,0.0,255.0,0.0
10.250000000000004,35.725498072859466,51.275912794625015,1372.0007706265897,6.915489132097719e-05,-2.283380422340997e-05,0.0,0.0,0.0,0.0,344.9559782608696,70.0,0.0,255.0,0.0
10.300000000000004,35.7255015276693,51.27591165917638,1372.0007705995813,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-5.684341886080801e-13,-1.1368683772161603e-12,0.0,344.94717391304346,70.0,0.0,255.0,0.0
10.350000000000005,35.7255049824799,51.27591052372829,1372.0007705744356,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.9383695652174,70.0,0.0,255.0,0.0
10.400000000000006,35.72550843729129,51.275909388280766,1372.000770546496,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,-1.1368683772161603e-12,0.0,344.9295652173913,70.0,0.0,255.0,0.0
10.450000000000006,35.72551189210346,51.27590825283378,1372.0007705204189,6.915489132097719e-05,-2.2833804450783646e-05,0.0,-5.684341886080801e-13,0.0,0.0,344.92076086956524,70.0,0.0,255.0,0.0
10.500000000000007,35.72551534691641,51.275907117387355,1372.0007704934105,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,1.1368683772161603e-12,0.0,344.9119565217391,70.0,0.0,255.0,0.0
10.550000000000008,35.72551880173015,51.275905981941484,1372.0007704673335,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,0.0,0.0,344.90315217391304,70.0,0.0,255.0,0.0
10.600000000000009,35.725522256544664,51.275904846496175,1372.0007704403251,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.89434782608697,70.0,0.0,255.0,0.0
10.65000000000001,35.725525711359964,51.2759037110514,1372.0007704133168,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.88554347826084,70.0,0.0,255.0,0.0
10.70000000000001,35.72552916617606,51.2759025756072,1372.000770385377,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-5.684341886080801e-13,0.0,0.0,344.87673913043477,70.0,0.0,255.0,0.0
10.75000000000001,35.725532620992915,51.27590144016353,1372.0007703602314,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.8679347826087,70.0,0.0,255.0,0.0
10.800000000000011,35.725536075810574,51.27590030472042,1372.000770333223,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,0.0,0.0,344.8591304347826,70.0,0.0,255.0,0.0
10.850000000000012,35.725539530629,51.275899169277864,1372.000770304352,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-5.684341886080801e-13,-1.1368683772161603e-12,0.0,344.8503260869565,70.0,0.0,255.0,0.0
10.900000000000013,35.725542985448214,51.27589803383585,1372.0007702764124,6.915489126413377e-05,-2.2833804450783646e-05,0.0,0.0,0.0,0.0,344.8415217391304,70.0,0.0,255.0,0.0
10.950000000000014,35.72554644026821,51.275896898394386,1372.000770249404,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,1.1368683772161603e-12,0.0,344.83271739130436,70.0,0.0,255.0,0.0
11.000000000000014,35.725549895089,51.275895762953496,1372.000770223327,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.8239130434783,70.0,0.0,255.0,0.0
11.050000000000015,35.72555334991057,51.27589462751314,1372.000770194456,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.81510869565216,70.0,0.0,255.0,0.0
11.100000000000016,35.72555680473292,51.27589349207334,1372.0007701665163,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-5.684341886080801e-13,0.0,0.0,344.8063043478261,70.0,0.0,255.0,0.0
11.150000000000016,35.72556025955604,51.27589235663408,1372.0007701385766,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.7975,70.0,0.0,255.0,0.0
11.200000000000017,35.72556371437996,51.275891221195394,1372.0007701124996,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,-1.1368683772161603e-12,0.0,344.7886956521739,70.0,0.0,255.0,0.0
11.250000000000018,35.72556716920465,51.27589008575724,1372.0007700836286,6.915489132097719e-05,-2.2833804450783646e-05,0.0,-5.684341886080801e-13,0.0,0.0,344.7798913043478,70.0,0.0,255.0,0.0
11.300000000000018,35.72557062403014,51.27588895031964,1372.0007700547576,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,1.1368683772161603e-12,0.0,344.77108695652174,70.0,0.0,255.0,0.0
11.35000000000002,35.725574078856404,51.27588781488261,1372.0007700286806,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,0.0,0.0,344.76228260869567,70.0,0.0,255.0,0.0
11.40000000000002,35.72557753368345,51.275886679446096,1372.0007700016722,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-1.1368683772161603e-12,1.1368683772161603e-12,0.0,344.75347826086954,70.0,0.0,255.0,0.0
11.45000000000002,35.72558098851128,51.27588554401015,1372.0007699728012,6.915489120729035e-05,-2.283380422340997e-05,0.0,0.0,0.0,0.0,344.74467391304347,70.0,0.0,255.0,0.0
11.500000000000021,35.72558444333989,51.275884408574754,1372.0007699439302,6.915489132097719e-05,-2.2833804337096808e-05,0.0,1.1368683772161603e-12,-2.2737367544323206e-12,0.0,344.7358695652174,70.0,0.0,255.0,0.0
11.550000000000022,35.72558789816931,51.27588327313991,1372.0007699150592,6.915489132097719e-05,-2.2833804450783646e-05,0.0,0.0,0.0,0.0,344.7270652173913,70.0,0.0,255.0,0.0
11.600000000000023,35.725591352999494,51.275882137705615,1372.0007698861882,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,1.1368683772161603e-12,0.0,344.7182608695652,70.0,0.0,255.0,0.0
11.650000000000023,35.725594807830454,51.27588100227187,1372.0007698591799,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-5.684341886080801e-13,-1.1368683772161603e-12,0.0,344.7094565217391,70.0,0.0,255.0,0.0
11.700000000000024,35.72559826266221,51.27587986683865,1372.0007698293775,6.915489126413377e-05,-2.2833804450783646e-05,0.0,0.0,0.0,0.0,344.70065217391306,70.0,0.0,255.0,0.0
11.750000000000025,35.72560171749475,51.27587873140601,1372.0007698023692,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,2.2737367544323206e-12,0.0,344.6918478260869,70.0,0.0,255.0,0.0
11.800000000000026,35.72560517232807,51.27587759597391,1372.0007697725669,6.915489132097719e-05,-2.283380422340997e-05,0.0,-5.684341886080801e-13,0.0,0.0,344.68304347826086,70.0,0.0,255.0,0.0
11.850000000000026,35.725608627162174,51.275876460542364,1372.0007697455585,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,-1.1368683772161603e-12,0.0,344.6742391304348,70.0,0.0,255.0,0.0
11.900000000000027,35.725612081997056,51.27587532511135,1372.0007697166875,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,0.0,0.0,344.6654347826087,70.0,0.0,255.0,0.0
11.950000000000028,35.72561553683275,51.2758741896809,1372.0007696859539,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,-1.1368683772161603e-12,0.0,344.6566304347826,70.0,0.0,255.0,0.0
12.000000000000028,35.725618991669194,51.275873054250994,1372.0007696580142,6.915489132097719e-05,-2.2833804450783646e-05,0.0,0.0,0.0,0.0,344.6478260869565,70.0,0.0,255.0,0.0
12.05000000000003,35.72562244650644,51.275871918821636,1372.0007696282119,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-5.684341886080801e-13,1.1368683772161603e-12,0.0,344.63902173913044,70.0,0.0,255.0,0.0
12.10000000000003,35.725625901344465,51.275870783392826,1372.0007696002722,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.63021739130437,70.0,0.0,255.0,0.0
12.15000000000003,35.72562935618329,51.275869647964576,1372.0007695695385,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,0.0,0.0,344.62141304347824,70.0,0.0,255.0,0.0
12.200000000000031,35.72563281102289,51.27586851253685,1372.0007695406675,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-5.684341886080801e-13,0.0,0.0,344.61260869565217,70.0,0.0,255.0,0.0
12.250000000000032,35.725636265863265,51.2758673771097,1372.0007695117965,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.6038043478261,70.0,0.0,255.0,0.0
