t,lat,lon,alt,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
10.0,35.72549478691027,51.27598251661859,1372.0011126119643,6.915489123571107e-05,-2.28338043939399e-05,0.0,1.705322352513864e-12,1.1368618720031092e-12,0.0,345.0,70.0,0.0,255.0,0.0
10.05,35.7254982497416,51.27598137853299,1372.0011123185977,6.915489132097719e-05,-2.2833804337096808e-05,0.0,2.842269605438097e-13,5.684309360015627e-13,0.0,344.99119565217393,70.0,0.0,255.0,0.0
10.100000000000001,35.72550171257338,51.27598024044644,1372.0011120215058,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,-1.1368683772161603e-12,0.0,344.9823913043478,70.0,0.0,255.0,0.0
10.150000000000002,35.725505175405615,51.27597910235892,1372.001111724414,6.915489132097719e-05,-2.2833804450783646e-05,0.0,5.684341886080801e-13,0.0,0.0,344.97358695652173,70.0,0.0,255.0,0.0
10.200000000000003,35.7255086382383,51.27597796427044,1372.0011114282534,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,2.2737367544323206e-12,0.0,344.96478260869566,70.0,0.0,255.0,0.0
10.250000000000004,35.72551210107144,51.27597682618101,1372.0011111320928,6.915489132097719e-05,-2.283380422340997e-05,0.0,0.0,0.0,0.0,344.9559782608696,70.0,0.0,255.0,0.0
10.300000000000004,35.72551556390501,51.27597568809061,1372.0011108359322,6.915489132097719e-05,-2.2833804337096808e-05,0.0,-5.684341886080801e-13,-1.1368683772161603e-12,0.0,344.94717391304346,70.0,0.0,255.0,0.0
10.350000000000005,35.72551902673904,51.27597454999925,1372.0011105397716,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.9383695652174,70.0,0.0,255.0,0.0
10.400000000000006,35.725522489573535,51.27597341190694,1372.001110243611,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,-1.1368683772161603e-12,0.0,344.9295652173913,70.0,0.0,255.0,0.0
10.450000000000006,35.72552595240847,51.275972273813665,1372.0011099483818,6.915489132097719e-05,-2.2833804450783646e-05,0.0,-5.684341886080801e-13,0.0,0.0,344.92076086956524,70.0,0.0,255.0,0.0
10.500000000000007,35.72552941524386,51.27597113571944,1372.0011096531525,6.915489126413377e-05,-2.2833804337096808e-05,0.0,0.0,1.1368683772161603e-12,0.0,344.9119565217391,70.0,0.0,255.0,0.0
10.550000000000008,35.7255328780797,51.275969997624244,1372.0011093560606,6.915489132097719e-05,-2.2833804337096808e-05,0.0,5.684341886080801e-13,0.0,0.0,344.90315217391304,70.0,0.0,255.0,0.0
10.600000000000009,35.72553634091599,51.2759688595281,1372.0011090608314,6.915489132097719e-05,-2.2833804337096808e-05,0.0,0.0,0.0,0.0,344.89434782608697,70.0,0.0,255.0,0.0
